Operation, a, b, c, d, e, f, g, h
3186, 1,107900,124900,2,54347,0,-53553,0
3188, 1,107900,124900,2,54347,0,2,0
3189, 1,107900,124900,2,54347,0,108694,0
3190, 1,107900,124900,2,54347,0,794,0
3192, 1,107900,124900,2,54348,0,794,0
3193, 1,107900,124900,2,54348,0,54348,0
3194, 1,107900,124900,2,54348,0,-53552,0
3196, 1,107900,124900,2,54348,0,2,0
3197, 1,107900,124900,2,54348,0,108696,0
3198, 1,107900,124900,2,54348,0,796,0
3200, 1,107900,124900,2,54349,0,796,0
3201, 1,107900,124900,2,54349,0,54349,0
3202, 1,107900,124900,2,54349,0,-53551,0
3204, 1,107900,124900,2,54349,0,2,0
3205, 1,107900,124900,2,54349,0,108698,0
3206, 1,107900,124900,2,54349,0,798,0
3208, 1,107900,124900,2,54350,0,798,0
3209, 1,107900,124900,2,54350,0,54350,0
3210, 1,107900,124900,2,54350,0,-53550,0
3212, 1,107900,124900,2,54350,0,2,0
3213, 1,107900,124900,2,54350,0,108700,0
3214, 1,107900,124900,2,54350,0,800,0
3216, 1,107900,124900,2,54351,0,800,0
3217, 1,107900,124900,2,54351,0,54351,0
3218, 1,107900,124900,2,54351,0,-53549,0
3220, 1,107900,124900,2,54351,0,2,0
3221, 1,107900,124900,2,54351,0,108702,0
3222, 1,107900,124900,2,54351,0,802,0
3224, 1,107900,124900,2,54352,0,802,0
3225, 1,107900,124900,2,54352,0,54352,0
3226, 1,107900,124900,2,54352,0,-53548,0
3228, 1,107900,124900,2,54352,0,2,0
3229, 1,107900,124900,2,54352,0,108704,0
3230, 1,107900,124900,2,54352,0,804,0
3232, 1,107900,124900,2,54353,0,804,0
3233, 1,107900,124900,2,54353,0,54353,0
3234, 1,107900,124900,2,54353,0,-53547,0
3236, 1,107900,124900,2,54353,0,2,0
3237, 1,107900,124900,2,54353,0,108706,0
3238, 1,107900,124900,2,54353,0,806,0
3240, 1,107900,124900,2,54354,0,806,0
3241, 1,107900,124900,2,54354,0,54354,0
3242, 1,107900,124900,2,54354,0,-53546,0
3244, 1,107900,124900,2,54354,0,2,0
3245, 1,107900,124900,2,54354,0,108708,0
3246, 1,107900,124900,2,54354,0,808,0
3248, 1,107900,124900,2,54355,0,808,0
3249, 1,107900,124900,2,54355,0,54355,0
3250, 1,107900,124900,2,54355,0,-53545,0
3252, 1,107900,124900,2,54355,0,2,0
3253, 1,107900,124900,2,54355,0,108710,0
3254, 1,107900,124900,2,54355,0,810,0
3256, 1,107900,124900,2,54356,0,810,0
3257, 1,107900,124900,2,54356,0,54356,0
3258, 1,107900,124900,2,54356,0,-53544,0
3260, 1,107900,124900,2,54356,0,2,0
3261, 1,107900,124900,2,54356,0,108712,0
3262, 1,107900,124900,2,54356,0,812,0
3264, 1,107900,124900,2,54357,0,812,0
3265, 1,107900,124900,2,54357,0,54357,0
3266, 1,107900,124900,2,54357,0,-53543,0
3268, 1,107900,124900,2,54357,0,2,0
3269, 1,107900,124900,2,54357,0,108714,0
3270, 1,107900,124900,2,54357,0,814,0
3272, 1,107900,124900,2,54358,0,814,0
3273, 1,107900,124900,2,54358,0,54358,0
3274, 1,107900,124900,2,54358,0,-53542,0
3276, 1,107900,124900,2,54358,0,2,0
3277, 1,107900,124900,2,54358,0,108716,0
3278, 1,107900,124900,2,54358,0,816,0
3280, 1,107900,124900,2,54359,0,816,0
3281, 1,107900,124900,2,54359,0,54359,0
3282, 1,107900,124900,2,54359,0,-53541,0
3284, 1,107900,124900,2,54359,0,2,0
3285, 1,107900,124900,2,54359,0,108718,0
3286, 1,107900,124900,2,54359,0,818,0
3288, 1,107900,124900,2,54360,0,818,0
3289, 1,107900,124900,2,54360,0,54360,0
3290, 1,107900,124900,2,54360,0,-53540,0
3292, 1,107900,124900,2,54360,0,2,0
3293, 1,107900,124900,2,54360,0,108720,0
3294, 1,107900,124900,2,54360,0,820,0
3296, 1,107900,124900,2,54361,0,820,0
3297, 1,107900,124900,2,54361,0,54361,0
3298, 1,107900,124900,2,54361,0,-53539,0
3300, 1,107900,124900,2,54361,0,2,0
3301, 1,107900,124900,2,54361,0,108722,0
3302, 1,107900,124900,2,54361,0,822,0
3304, 1,107900,124900,2,54362,0,822,0
3305, 1,107900,124900,2,54362,0,54362,0
3306, 1,107900,124900,2,54362,0,-53538,0
3308, 1,107900,124900,2,54362,0,2,0
3309, 1,107900,124900,2,54362,0,108724,0
3310, 1,107900,124900,2,54362,0,824,0
3312, 1,107900,124900,2,54363,0,824,0
3313, 1,107900,124900,2,54363,0,54363,0
3314, 1,107900,124900,2,54363,0,-53537,0
3316, 1,107900,124900,2,54363,0,2,0
3317, 1,107900,124900,2,54363,0,108726,0
3318, 1,107900,124900,2,54363,0,826,0
3320, 1,107900,124900,2,54364,0,826,0
3321, 1,107900,124900,2,54364,0,54364,0
3322, 1,107900,124900,2,54364,0,-53536,0
3324, 1,107900,124900,2,54364,0,2,0
3325, 1,107900,124900,2,54364,0,108728,0
3326, 1,107900,124900,2,54364,0,828,0
3328, 1,107900,124900,2,54365,0,828,0
3329, 1,107900,124900,2,54365,0,54365,0
3330, 1,107900,124900,2,54365,0,-53535,0
3332, 1,107900,124900,2,54365,0,2,0
3333, 1,107900,124900,2,54365,0,108730,0
3334, 1,107900,124900,2,54365,0,830,0
3336, 1,107900,124900,2,54366,0,830,0
3337, 1,107900,124900,2,54366,0,54366,0
3338, 1,107900,124900,2,54366,0,-53534,0
3340, 1,107900,124900,2,54366,0,2,0
3341, 1,107900,124900,2,54366,0,108732,0
3342, 1,107900,124900,2,54366,0,832,0
3344, 1,107900,124900,2,54367,0,832,0
3345, 1,107900,124900,2,54367,0,54367,0
3346, 1,107900,124900,2,54367,0,-53533,0
3348, 1,107900,124900,2,54367,0,2,0
3349, 1,107900,124900,2,54367,0,108734,0
3350, 1,107900,124900,2,54367,0,834,0
3352, 1,107900,124900,2,54368,0,834,0
3353, 1,107900,124900,2,54368,0,54368,0
3354, 1,107900,124900,2,54368,0,-53532,0
3356, 1,107900,124900,2,54368,0,2,0
3357, 1,107900,124900,2,54368,0,108736,0
3358, 1,107900,124900,2,54368,0,836,0
3360, 1,107900,124900,2,54369,0,836,0
3361, 1,107900,124900,2,54369,0,54369,0
3362, 1,107900,124900,2,54369,0,-53531,0
3364, 1,107900,124900,2,54369,0,2,0
3365, 1,107900,124900,2,54369,0,108738,0
3366, 1,107900,124900,2,54369,0,838,0
3368, 1,107900,124900,2,54370,0,838,0
3369, 1,107900,124900,2,54370,0,54370,0
3370, 1,107900,124900,2,54370,0,-53530,0
3372, 1,107900,124900,2,54370,0,2,0
3373, 1,107900,124900,2,54370,0,108740,0
3374, 1,107900,124900,2,54370,0,840,0
3376, 1,107900,124900,2,54371,0,840,0
3377, 1,107900,124900,2,54371,0,54371,0
3378, 1,107900,124900,2,54371,0,-53529,0
3380, 1,107900,124900,2,54371,0,2,0
3381, 1,107900,124900,2,54371,0,108742,0
3382, 1,107900,124900,2,54371,0,842,0
3384, 1,107900,124900,2,54372,0,842,0
3385, 1,107900,124900,2,54372,0,54372,0
3386, 1,107900,124900,2,54372,0,-53528,0
3388, 1,107900,124900,2,54372,0,2,0
3389, 1,107900,124900,2,54372,0,108744,0
3390, 1,107900,124900,2,54372,0,844,0
3392, 1,107900,124900,2,54373,0,844,0
3393, 1,107900,124900,2,54373,0,54373,0
3394, 1,107900,124900,2,54373,0,-53527,0
3396, 1,107900,124900,2,54373,0,2,0
3397, 1,107900,124900,2,54373,0,108746,0
3398, 1,107900,124900,2,54373,0,846,0
3400, 1,107900,124900,2,54374,0,846,0
3401, 1,107900,124900,2,54374,0,54374,0
3402, 1,107900,124900,2,54374,0,-53526,0
3404, 1,107900,124900,2,54374,0,2,0
3405, 1,107900,124900,2,54374,0,108748,0
3406, 1,107900,124900,2,54374,0,848,0
3408, 1,107900,124900,2,54375,0,848,0
3409, 1,107900,124900,2,54375,0,54375,0
3410, 1,107900,124900,2,54375,0,-53525,0
3412, 1,107900,124900,2,54375,0,2,0
3413, 1,107900,124900,2,54375,0,108750,0
3414, 1,107900,124900,2,54375,0,850,0
3416, 1,107900,124900,2,54376,0,850,0
3417, 1,107900,124900,2,54376,0,54376,0
3418, 1,107900,124900,2,54376,0,-53524,0
3420, 1,107900,124900,2,54376,0,2,0
3421, 1,107900,124900,2,54376,0,108752,0
3422, 1,107900,124900,2,54376,0,852,0
3424, 1,107900,124900,2,54377,0,852,0
3425, 1,107900,124900,2,54377,0,54377,0
3426, 1,107900,124900,2,54377,0,-53523,0
3428, 1,107900,124900,2,54377,0,2,0
3429, 1,107900,124900,2,54377,0,108754,0
3430, 1,107900,124900,2,54377,0,854,0
3432, 1,107900,124900,2,54378,0,854,0
3433, 1,107900,124900,2,54378,0,54378,0
3434, 1,107900,124900,2,54378,0,-53522,0
3436, 1,107900,124900,2,54378,0,2,0
3437, 1,107900,124900,2,54378,0,108756,0
3438, 1,107900,124900,2,54378,0,856,0
3440, 1,107900,124900,2,54379,0,856,0
3441, 1,107900,124900,2,54379,0,54379,0
3442, 1,107900,124900,2,54379,0,-53521,0
3444, 1,107900,124900,2,54379,0,2,0
3445, 1,107900,124900,2,54379,0,108758,0
3446, 1,107900,124900,2,54379,0,858,0
3448, 1,107900,124900,2,54380,0,858,0
3449, 1,107900,124900,2,54380,0,54380,0
3450, 1,107900,124900,2,54380,0,-53520,0
3452, 1,107900,124900,2,54380,0,2,0
3453, 1,107900,124900,2,54380,0,108760,0
3454, 1,107900,124900,2,54380,0,860,0
3456, 1,107900,124900,2,54381,0,860,0
3457, 1,107900,124900,2,54381,0,54381,0
3458, 1,107900,124900,2,54381,0,-53519,0
3460, 1,107900,124900,2,54381,0,2,0
3461, 1,107900,124900,2,54381,0,108762,0
3462, 1,107900,124900,2,54381,0,862,0
3464, 1,107900,124900,2,54382,0,862,0
3465, 1,107900,124900,2,54382,0,54382,0
3466, 1,107900,124900,2,54382,0,-53518,0
3468, 1,107900,124900,2,54382,0,2,0
3469, 1,107900,124900,2,54382,0,108764,0
3470, 1,107900,124900,2,54382,0,864,0
3472, 1,107900,124900,2,54383,0,864,0
3473, 1,107900,124900,2,54383,0,54383,0
3474, 1,107900,124900,2,54383,0,-53517,0
3476, 1,107900,124900,2,54383,0,2,0
3477, 1,107900,124900,2,54383,0,108766,0
3478, 1,107900,124900,2,54383,0,866,0
3480, 1,107900,124900,2,54384,0,866,0
3481, 1,107900,124900,2,54384,0,54384,0
3482, 1,107900,124900,2,54384,0,-53516,0
3484, 1,107900,124900,2,54384,0,2,0
3485, 1,107900,124900,2,54384,0,108768,0
3486, 1,107900,124900,2,54384,0,868,0
3488, 1,107900,124900,2,54385,0,868,0
3489, 1,107900,124900,2,54385,0,54385,0
3490, 1,107900,124900,2,54385,0,-53515,0
3492, 1,107900,124900,2,54385,0,2,0
3493, 1,107900,124900,2,54385,0,108770,0
3494, 1,107900,124900,2,54385,0,870,0
3496, 1,107900,124900,2,54386,0,870,0
3497, 1,107900,124900,2,54386,0,54386,0
3498, 1,107900,124900,2,54386,0,-53514,0
3500, 1,107900,124900,2,54386,0,2,0
3501, 1,107900,124900,2,54386,0,108772,0
3502, 1,107900,124900,2,54386,0,872,0
3504, 1,107900,124900,2,54387,0,872,0
3505, 1,107900,124900,2,54387,0,54387,0
3506, 1,107900,124900,2,54387,0,-53513,0
3508, 1,107900,124900,2,54387,0,2,0
3509, 1,107900,124900,2,54387,0,108774,0
3510, 1,107900,124900,2,54387,0,874,0
3512, 1,107900,124900,2,54388,0,874,0
3513, 1,107900,124900,2,54388,0,54388,0
3514, 1,107900,124900,2,54388,0,-53512,0
3516, 1,107900,124900,2,54388,0,2,0
3517, 1,107900,124900,2,54388,0,108776,0
3518, 1,107900,124900,2,54388,0,876,0
3520, 1,107900,124900,2,54389,0,876,0
3521, 1,107900,124900,2,54389,0,54389,0
3522, 1,107900,124900,2,54389,0,-53511,0
3524, 1,107900,124900,2,54389,0,2,0
3525, 1,107900,124900,2,54389,0,108778,0
3526, 1,107900,124900,2,54389,0,878,0
3528, 1,107900,124900,2,54390,0,878,0
3529, 1,107900,124900,2,54390,0,54390,0
3530, 1,107900,124900,2,54390,0,-53510,0
3532, 1,107900,124900,2,54390,0,2,0
3533, 1,107900,124900,2,54390,0,108780,0
3534, 1,107900,124900,2,54390,0,880,0
3536, 1,107900,124900,2,54391,0,880,0
3537, 1,107900,124900,2,54391,0,54391,0
3538, 1,107900,124900,2,54391,0,-53509,0
3540, 1,107900,124900,2,54391,0,2,0
3541, 1,107900,124900,2,54391,0,108782,0
3542, 1,107900,124900,2,54391,0,882,0
3544, 1,107900,124900,2,54392,0,882,0
3545, 1,107900,124900,2,54392,0,54392,0
3546, 1,107900,124900,2,54392,0,-53508,0
3548, 1,107900,124900,2,54392,0,2,0
3549, 1,107900,124900,2,54392,0,108784,0
3550, 1,107900,124900,2,54392,0,884,0
3552, 1,107900,124900,2,54393,0,884,0
3553, 1,107900,124900,2,54393,0,54393,0
3554, 1,107900,124900,2,54393,0,-53507,0
3556, 1,107900,124900,2,54393,0,2,0
3557, 1,107900,124900,2,54393,0,108786,0
3558, 1,107900,124900,2,54393,0,886,0
3560, 1,107900,124900,2,54394,0,886,0
3561, 1,107900,124900,2,54394,0,54394,0
3562, 1,107900,124900,2,54394,0,-53506,0
3564, 1,107900,124900,2,54394,0,2,0
3565, 1,107900,124900,2,54394,0,108788,0
3566, 1,107900,124900,2,54394,0,888,0
3568, 1,107900,124900,2,54395,0,888,0
3569, 1,107900,124900,2,54395,0,54395,0
3570, 1,107900,124900,2,54395,0,-53505,0
3572, 1,107900,124900,2,54395,0,2,0
3573, 1,107900,124900,2,54395,0,108790,0
3574, 1,107900,124900,2,54395,0,890,0
3576, 1,107900,124900,2,54396,0,890,0
3577, 1,107900,124900,2,54396,0,54396,0
3578, 1,107900,124900,2,54396,0,-53504,0
3580, 1,107900,124900,2,54396,0,2,0
3581, 1,107900,124900,2,54396,0,108792,0
3582, 1,107900,124900,2,54396,0,892,0
3584, 1,107900,124900,2,54397,0,892,0
3585, 1,107900,124900,2,54397,0,54397,0
3586, 1,107900,124900,2,54397,0,-53503,0
3588, 1,107900,124900,2,54397,0,2,0
3589, 1,107900,124900,2,54397,0,108794,0
3590, 1,107900,124900,2,54397,0,894,0
3592, 1,107900,124900,2,54398,0,894,0
3593, 1,107900,124900,2,54398,0,54398,0
3594, 1,107900,124900,2,54398,0,-53502,0
3596, 1,107900,124900,2,54398,0,2,0
3597, 1,107900,124900,2,54398,0,108796,0
3598, 1,107900,124900,2,54398,0,896,0
3600, 1,107900,124900,2,54399,0,896,0
3601, 1,107900,124900,2,54399,0,54399,0
3602, 1,107900,124900,2,54399,0,-53501,0
3604, 1,107900,124900,2,54399,0,2,0
3605, 1,107900,124900,2,54399,0,108798,0
3606, 1,107900,124900,2,54399,0,898,0
3608, 1,107900,124900,2,54400,0,898,0
3609, 1,107900,124900,2,54400,0,54400,0
3610, 1,107900,124900,2,54400,0,-53500,0
3612, 1,107900,124900,2,54400,0,2,0
3613, 1,107900,124900,2,54400,0,108800,0
3614, 1,107900,124900,2,54400,0,900,0
3616, 1,107900,124900,2,54401,0,900,0
3617, 1,107900,124900,2,54401,0,54401,0
3618, 1,107900,124900,2,54401,0,-53499,0
3620, 1,107900,124900,2,54401,0,2,0
3621, 1,107900,124900,2,54401,0,108802,0
3622, 1,107900,124900,2,54401,0,902,0
3624, 1,107900,124900,2,54402,0,902,0
3625, 1,107900,124900,2,54402,0,54402,0
3626, 1,107900,124900,2,54402,0,-53498,0
3628, 1,107900,124900,2,54402,0,2,0
3629, 1,107900,124900,2,54402,0,108804,0
3630, 1,107900,124900,2,54402,0,904,0
3632, 1,107900,124900,2,54403,0,904,0
3633, 1,107900,124900,2,54403,0,54403,0
3634, 1,107900,124900,2,54403,0,-53497,0
3636, 1,107900,124900,2,54403,0,2,0
3637, 1,107900,124900,2,54403,0,108806,0
3638, 1,107900,124900,2,54403,0,906,0
3640, 1,107900,124900,2,54404,0,906,0
3641, 1,107900,124900,2,54404,0,54404,0
3642, 1,107900,124900,2,54404,0,-53496,0
3644, 1,107900,124900,2,54404,0,2,0
3645, 1,107900,124900,2,54404,0,108808,0
3646, 1,107900,124900,2,54404,0,908,0
3648, 1,107900,124900,2,54405,0,908,0
3649, 1,107900,124900,2,54405,0,54405,0
3650, 1,107900,124900,2,54405,0,-53495,0
3652, 1,107900,124900,2,54405,0,2,0
3653, 1,107900,124900,2,54405,0,108810,0
3654, 1,107900,124900,2,54405,0,910,0
3656, 1,107900,124900,2,54406,0,910,0
3657, 1,107900,124900,2,54406,0,54406,0
3658, 1,107900,124900,2,54406,0,-53494,0
3660, 1,107900,124900,2,54406,0,2,0
3661, 1,107900,124900,2,54406,0,108812,0
3662, 1,107900,124900,2,54406,0,912,0
3664, 1,107900,124900,2,54407,0,912,0
3665, 1,107900,124900,2,54407,0,54407,0
3666, 1,107900,124900,2,54407,0,-53493,0
3668, 1,107900,124900,2,54407,0,2,0
3669, 1,107900,124900,2,54407,0,108814,0
3670, 1,107900,124900,2,54407,0,914,0
3672, 1,107900,124900,2,54408,0,914,0
3673, 1,107900,124900,2,54408,0,54408,0
3674, 1,107900,124900,2,54408,0,-53492,0
3676, 1,107900,124900,2,54408,0,2,0
3677, 1,107900,124900,2,54408,0,108816,0
3678, 1,107900,124900,2,54408,0,916,0
3680, 1,107900,124900,2,54409,0,916,0
3681, 1,107900,124900,2,54409,0,54409,0
3682, 1,107900,124900,2,54409,0,-53491,0
3684, 1,107900,124900,2,54409,0,2,0
3685, 1,107900,124900,2,54409,0,108818,0
3686, 1,107900,124900,2,54409,0,918,0
3688, 1,107900,124900,2,54410,0,918,0
3689, 1,107900,124900,2,54410,0,54410,0
3690, 1,107900,124900,2,54410,0,-53490,0
3692, 1,107900,124900,2,54410,0,2,0
3693, 1,107900,124900,2,54410,0,108820,0
3694, 1,107900,124900,2,54410,0,920,0
3696, 1,107900,124900,2,54411,0,920,0
3697, 1,107900,124900,2,54411,0,54411,0
3698, 1,107900,124900,2,54411,0,-53489,0
3700, 1,107900,124900,2,54411,0,2,0
3701, 1,107900,124900,2,54411,0,108822,0
3702, 1,107900,124900,2,54411,0,922,0
3704, 1,107900,124900,2,54412,0,922,0
3705, 1,107900,124900,2,54412,0,54412,0
3706, 1,107900,124900,2,54412,0,-53488,0
3708, 1,107900,124900,2,54412,0,2,0
3709, 1,107900,124900,2,54412,0,108824,0
3710, 1,107900,124900,2,54412,0,924,0
3712, 1,107900,124900,2,54413,0,924,0
3713, 1,107900,124900,2,54413,0,54413,0
3714, 1,107900,124900,2,54413,0,-53487,0
3716, 1,107900,124900,2,54413,0,2,0
3717, 1,107900,124900,2,54413,0,108826,0
3718, 1,107900,124900,2,54413,0,926,0
3720, 1,107900,124900,2,54414,0,926,0
3721, 1,107900,124900,2,54414,0,54414,0
3722, 1,107900,124900,2,54414,0,-53486,0
3724, 1,107900,124900,2,54414,0,2,0
3725, 1,107900,124900,2,54414,0,108828,0
3726, 1,107900,124900,2,54414,0,928,0
3728, 1,107900,124900,2,54415,0,928,0
3729, 1,107900,124900,2,54415,0,54415,0
3730, 1,107900,124900,2,54415,0,-53485,0
3732, 1,107900,124900,2,54415,0,2,0
3733, 1,107900,124900,2,54415,0,108830,0
3734, 1,107900,124900,2,54415,0,930,0
3736, 1,107900,124900,2,54416,0,930,0
3737, 1,107900,124900,2,54416,0,54416,0
3738, 1,107900,124900,2,54416,0,-53484,0
3740, 1,107900,124900,2,54416,0,2,0
3741, 1,107900,124900,2,54416,0,108832,0
3742, 1,107900,124900,2,54416,0,932,0
3744, 1,107900,124900,2,54417,0,932,0
3745, 1,107900,124900,2,54417,0,54417,0
3746, 1,107900,124900,2,54417,0,-53483,0
3748, 1,107900,124900,2,54417,0,2,0
3749, 1,107900,124900,2,54417,0,108834,0
3750, 1,107900,124900,2,54417,0,934,0
3752, 1,107900,124900,2,54418,0,934,0
3753, 1,107900,124900,2,54418,0,54418,0
3754, 1,107900,124900,2,54418,0,-53482,0
3756, 1,107900,124900,2,54418,0,2,0
3757, 1,107900,124900,2,54418,0,108836,0
3758, 1,107900,124900,2,54418,0,936,0
3760, 1,107900,124900,2,54419,0,936,0
3761, 1,107900,124900,2,54419,0,54419,0
3762, 1,107900,124900,2,54419,0,-53481,0
3764, 1,107900,124900,2,54419,0,2,0
3765, 1,107900,124900,2,54419,0,108838,0
3766, 1,107900,124900,2,54419,0,938,0
3768, 1,107900,124900,2,54420,0,938,0
3769, 1,107900,124900,2,54420,0,54420,0
3770, 1,107900,124900,2,54420,0,-53480,0
3772, 1,107900,124900,2,54420,0,2,0
3773, 1,107900,124900,2,54420,0,108840,0
3774, 1,107900,124900,2,54420,0,940,0
3776, 1,107900,124900,2,54421,0,940,0
3777, 1,107900,124900,2,54421,0,54421,0
3778, 1,107900,124900,2,54421,0,-53479,0
3780, 1,107900,124900,2,54421,0,2,0
3781, 1,107900,124900,2,54421,0,108842,0
3782, 1,107900,124900,2,54421,0,942,0
3784, 1,107900,124900,2,54422,0,942,0
3785, 1,107900,124900,2,54422,0,54422,0
3786, 1,107900,124900,2,54422,0,-53478,0
3788, 1,107900,124900,2,54422,0,2,0
3789, 1,107900,124900,2,54422,0,108844,0
3790, 1,107900,124900,2,54422,0,944,0
3792, 1,107900,124900,2,54423,0,944,0
3793, 1,107900,124900,2,54423,0,54423,0
3794, 1,107900,124900,2,54423,0,-53477,0
3796, 1,107900,124900,2,54423,0,2,0
3797, 1,107900,124900,2,54423,0,108846,0
3798, 1,107900,124900,2,54423,0,946,0
3800, 1,107900,124900,2,54424,0,946,0
3801, 1,107900,124900,2,54424,0,54424,0
3802, 1,107900,124900,2,54424,0,-53476,0
3804, 1,107900,124900,2,54424,0,2,0
3805, 1,107900,124900,2,54424,0,108848,0
3806, 1,107900,124900,2,54424,0,948,0
3808, 1,107900,124900,2,54425,0,948,0
3809, 1,107900,124900,2,54425,0,54425,0
3810, 1,107900,124900,2,54425,0,-53475,0
3812, 1,107900,124900,2,54425,0,2,0
3813, 1,107900,124900,2,54425,0,108850,0
3814, 1,107900,124900,2,54425,0,950,0
3816, 1,107900,124900,2,54426,0,950,0
3817, 1,107900,124900,2,54426,0,54426,0
3818, 1,107900,124900,2,54426,0,-53474,0
3820, 1,107900,124900,2,54426,0,2,0
3821, 1,107900,124900,2,54426,0,108852,0
3822, 1,107900,124900,2,54426,0,952,0
3824, 1,107900,124900,2,54427,0,952,0
3825, 1,107900,124900,2,54427,0,54427,0
3826, 1,107900,124900,2,54427,0,-53473,0
3828, 1,107900,124900,2,54427,0,2,0
3829, 1,107900,124900,2,54427,0,108854,0
3830, 1,107900,124900,2,54427,0,954,0
3832, 1,107900,124900,2,54428,0,954,0
3833, 1,107900,124900,2,54428,0,54428,0
3834, 1,107900,124900,2,54428,0,-53472,0
3836, 1,107900,124900,2,54428,0,2,0
3837, 1,107900,124900,2,54428,0,108856,0
3838, 1,107900,124900,2,54428,0,956,0
3840, 1,107900,124900,2,54429,0,956,0
3841, 1,107900,124900,2,54429,0,54429,0
3842, 1,107900,124900,2,54429,0,-53471,0
3844, 1,107900,124900,2,54429,0,2,0
3845, 1,107900,124900,2,54429,0,108858,0
3846, 1,107900,124900,2,54429,0,958,0
3848, 1,107900,124900,2,54430,0,958,0
3849, 1,107900,124900,2,54430,0,54430,0
3850, 1,107900,124900,2,54430,0,-53470,0
3852, 1,107900,124900,2,54430,0,2,0
3853, 1,107900,124900,2,54430,0,108860,0
3854, 1,107900,124900,2,54430,0,960,0
3856, 1,107900,124900,2,54431,0,960,0
3857, 1,107900,124900,2,54431,0,54431,0
3858, 1,107900,124900,2,54431,0,-53469,0
3860, 1,107900,124900,2,54431,0,2,0
3861, 1,107900,124900,2,54431,0,108862,0
3862, 1,107900,124900,2,54431,0,962,0
3864, 1,107900,124900,2,54432,0,962,0
3865, 1,107900,124900,2,54432,0,54432,0
3866, 1,107900,124900,2,54432,0,-53468,0
3868, 1,107900,124900,2,54432,0,2,0
3869, 1,107900,124900,2,54432,0,108864,0
3870, 1,107900,124900,2,54432,0,964,0
3872, 1,107900,124900,2,54433,0,964,0
3873, 1,107900,124900,2,54433,0,54433,0
3874, 1,107900,124900,2,54433,0,-53467,0
3876, 1,107900,124900,2,54433,0,2,0
3877, 1,107900,124900,2,54433,0,108866,0
3878, 1,107900,124900,2,54433,0,966,0
3880, 1,107900,124900,2,54434,0,966,0
3881, 1,107900,124900,2,54434,0,54434,0
3882, 1,107900,124900,2,54434,0,-53466,0
3884, 1,107900,124900,2,54434,0,2,0
3885, 1,107900,124900,2,54434,0,108868,0
3886, 1,107900,124900,2,54434,0,968,0
3888, 1,107900,124900,2,54435,0,968,0
3889, 1,107900,124900,2,54435,0,54435,0
3890, 1,107900,124900,2,54435,0,-53465,0
3892, 1,107900,124900,2,54435,0,2,0
3893, 1,107900,124900,2,54435,0,108870,0
3894, 1,107900,124900,2,54435,0,970,0
3896, 1,107900,124900,2,54436,0,970,0
3897, 1,107900,124900,2,54436,0,54436,0
3898, 1,107900,124900,2,54436,0,-53464,0
3900, 1,107900,124900,2,54436,0,2,0
3901, 1,107900,124900,2,54436,0,108872,0
3902, 1,107900,124900,2,54436,0,972,0
3904, 1,107900,124900,2,54437,0,972,0
3905, 1,107900,124900,2,54437,0,54437,0
3906, 1,107900,124900,2,54437,0,-53463,0
3908, 1,107900,124900,2,54437,0,2,0
3909, 1,107900,124900,2,54437,0,108874,0
3910, 1,107900,124900,2,54437,0,974,0
3912, 1,107900,124900,2,54438,0,974,0
3913, 1,107900,124900,2,54438,0,54438,0
3914, 1,107900,124900,2,54438,0,-53462,0
3916, 1,107900,124900,2,54438,0,2,0
3917, 1,107900,124900,2,54438,0,108876,0
3918, 1,107900,124900,2,54438,0,976,0
3920, 1,107900,124900,2,54439,0,976,0
3921, 1,107900,124900,2,54439,0,54439,0
3922, 1,107900,124900,2,54439,0,-53461,0
3924, 1,107900,124900,2,54439,0,2,0
3925, 1,107900,124900,2,54439,0,108878,0
3926, 1,107900,124900,2,54439,0,978,0
3928, 1,107900,124900,2,54440,0,978,0
3929, 1,107900,124900,2,54440,0,54440,0
3930, 1,107900,124900,2,54440,0,-53460,0
3932, 1,107900,124900,2,54440,0,2,0
3933, 1,107900,124900,2,54440,0,108880,0
3934, 1,107900,124900,2,54440,0,980,0
3936, 1,107900,124900,2,54441,0,980,0
3937, 1,107900,124900,2,54441,0,54441,0
3938, 1,107900,124900,2,54441,0,-53459,0
3940, 1,107900,124900,2,54441,0,2,0
3941, 1,107900,124900,2,54441,0,108882,0
3942, 1,107900,124900,2,54441,0,982,0
3944, 1,107900,124900,2,54442,0,982,0
3945, 1,107900,124900,2,54442,0,54442,0
3946, 1,107900,124900,2,54442,0,-53458,0
3948, 1,107900,124900,2,54442,0,2,0
3949, 1,107900,124900,2,54442,0,108884,0
3950, 1,107900,124900,2,54442,0,984,0
3952, 1,107900,124900,2,54443,0,984,0
3953, 1,107900,124900,2,54443,0,54443,0
3954, 1,107900,124900,2,54443,0,-53457,0
3956, 1,107900,124900,2,54443,0,2,0
3957, 1,107900,124900,2,54443,0,108886,0
3958, 1,107900,124900,2,54443,0,986,0
3960, 1,107900,124900,2,54444,0,986,0
3961, 1,107900,124900,2,54444,0,54444,0
3962, 1,107900,124900,2,54444,0,-53456,0
3964, 1,107900,124900,2,54444,0,2,0
3965, 1,107900,124900,2,54444,0,108888,0
3966, 1,107900,124900,2,54444,0,988,0
3968, 1,107900,124900,2,54445,0,988,0
3969, 1,107900,124900,2,54445,0,54445,0
3970, 1,107900,124900,2,54445,0,-53455,0
3972, 1,107900,124900,2,54445,0,2,0
